ID,Full Name,Gender,Date of Birth,Checkout Date,Purpose,SOURCE,Overall Experience,NPS RATING,NPS CATEGORY,Feedback,Feedback Category,Rating,Rating Range
1763,Guest 01763,Male,24-09-1975,24-06-2021,Business,Organization,5,9,Promoters,Room service,Room,Average,2
1764,Guest 01764,Male,17-03-1981,27-02-2020,Business,hotel booking sites,5,9,Promoters,Room cleanliness,Room,Poor,1
1765,Guest 01765,Female,21-03-1958,13-08-2021,Vacation,Television advertisement,2,6,Detractors,Food quality,Restaurant,Good,3
1766,Guest 01766,Male,02-11-1953,10-02-2022,Function,Word of mouth,2,10,Promoters,Variety of food,Restaurant,Very good,4
1767,Guest 01767,Male,03-11-1952,06-12-2020,Business,Organization,1,7,Passives,Broadband & TV,Facility,Very good,4
1768,Guest 01768,Male,13-10-1968,08-07-2021,Business,Organization,1,8,Passives,Gym,Facility,Average,2
1769,Guest 01769,Female,01-10-1971,04-10-2020,Business,Organization,3,10,Promoters,Staff attitude,Staff,Poor,1
1770,Guest 01770,Male,29-01-1979,24-06-2021,Function,Television advertisement,4,4,Detractors,Check-in Process,Staff,Average,2
1771,Guest 01771,Male,26-02-1969,12-02-2022,Function,Word of mouth,3,9,Promoters,Room service,Room,Very good,4
1772,Guest 01772,Male,16-03-1996,05-04-2022,Business,Organization,4,7,Passives,Room cleanliness,Room,Average,2
1773,Guest 01773,Male,05-04-1989,30-05-2022,Vacation,Word of mouth,5,9,Promoters,Food quality,Restaurant,Excellent,5
1774,Guest 01774,Female,27-04-1970,27-10-2021,Other,Word of mouth,4,8,Passives,Variety of food,Restaurant,Poor,1
1775,Guest 01775,Female,01-05-1995,01-10-2022,Business,Organization,5,9,Promoters,Broadband & TV,Facility,Average,2
1776,Guest 01776,Male,08-11-1991,10-10-2022,Function,Word of mouth,2,6,Detractors,Gym,Facility,Average,2
1777,Guest 01777,Male,17-07-1961,03-08-2020,Other,hotel booking sites,5,9,Promoters,Staff attitude,Staff,Very good,4
1778,Guest 01778,Male,19-04-1993,22-01-2021,Vacation,hotel booking sites,4,9,Promoters,Check-in Process,Staff,Excellent,5
1779,Guest 01779,Female,21-06-1962,28-03-2021,Business,Organization,1,8,Passives,Room service,Room,Average,2
1780,Guest 01780,Female,07-12-2004,05-01-2020,Vacation,Television advertisement,5,9,Promoters,Room cleanliness,Room,Good,3
1781,Guest 01781,Female,19-03-1962,07-04-2021,Business,Organization,5,9,Promoters,Food quality,Restaurant,Good,3
1782,Guest 01782,Male,27-02-1994,30-03-2022,Business,Organization,3,9,Promoters,Variety of food,Restaurant,Poor,1
1783,Guest 01783,Male,02-02-1984,24-07-2021,Function,Search engine,5,8,Passives,Broadband & TV,Facility,Excellent,5
1784,Guest 01784,Male,04-12-1962,15-06-2021,Vacation,Search engine,4,6,Detractors,Gym,Facility,Average,2
1785,Guest 01785,Male,03-06-2001,30-09-2021,Business,Internet advertisement,5,9,Promoters,Staff attitude,Staff,Good,3
1786,Guest 01786,Female,18-06-1962,09-01-2022,Vacation,Word of mouth,4,9,Promoters,Check-in Process,Staff,Very good,4
1787,Guest 01787,Male,01-07-1952,23-07-2020,Vacation,Word of mouth,4,6,Detractors,Room service,Room,Excellent,5
1788,Guest 01788,Female,03-06-1992,26-09-2020,Business,Organization,2,10,Promoters,Room cleanliness,Room,Excellent,5
1789,Guest 01789,Female,27-07-2006,10-01-2020,Function,Television advertisement,5,8,Passives,Food quality,Restaurant,Good,3
1790,Guest 01790,Female,08-05-1972,20-10-2022,Vacation,Search engine,4,9,Promoters,Variety of food,Restaurant,Very good,4
1791,Guest 01791,Female,25-05-1956,09-09-2021,Business,Organization,3,9,Promoters,Broadband & TV,Facility,Poor,1
1792,Guest 01792,Female,18-09-1965,16-02-2021,Other,Search engine,5,7,Passives,Gym,Facility,Very good,4
1793,Guest 01793,Female,19-05-2002,19-06-2021,Vacation,hotel booking sites,4,9,Promoters,Staff attitude,Staff,Excellent,5
1794,Guest 01794,Female,07-11-2000,14-10-2021,Vacation,Search engine,4,9,Promoters,Check-in Process,Staff,Very good,4
1795,Guest 01795,Female,22-04-1991,17-04-2021,Vacation,News paper,3,3,Detractors,Room service,Room,Good,3
1796,Guest 01796,Male,15-04-1989,03-06-2022,Business,Organization,1,8,Passives,Room cleanliness,Room,Very good,4
1797,Guest 01797,Female,08-07-1995,06-07-2022,Business,Organization,5,9,Promoters,Food quality,Restaurant,Very good,4
1798,Guest 01798,Female,06-03-1975,28-09-2021,Vacation,hotel booking sites,5,7,Passives,Variety of food,Restaurant,Poor,1
1799,Guest 01799,Male,23-05-2005,07-12-2021,Vacation,Television advertisement,1,9,Promoters,Broadband & TV,Facility,Very good,4
1800,Guest 01800,Male,25-02-1984,21-09-2020,Vacation,hotel booking sites,5,8,Passives,Gym,Facility,Average,2
1801,Guest 01801,Male,03-06-1960,25-05-2020,Other,Search engine,2,8,Passives,Staff attitude,Staff,Excellent,5
1802,Guest 01802,Female,19-01-1955,27-04-2020,Vacation,Internet advertisement,5,7,Passives,Check-in Process,Staff,Very good,4
1803,Guest 01803,Male,06-03-1981,13-03-2020,Vacation,Internet advertisement,5,7,Passives,Room service,Room,Good,3
1804,Guest 01804,Female,14-05-1953,11-02-2022,Business,Organization,3,10,Promoters,Room cleanliness,Room,Good,3
1805,Guest 01805,Female,09-06-1968,28-03-2022,Vacation,Television advertisement,5,9,Promoters,Food quality,Restaurant,Very good,4
1806,Guest 01806,Male,01-02-1998,08-03-2020,Function,Word of mouth,4,7,Passives,Variety of food,Restaurant,Average,2
1807,Guest 01807,Male,05-04-1980,05-02-2021,Business,Organization,4,8,Passives,Broadband & TV,Facility,Average,2
1808,Guest 01808,Male,13-11-1967,08-10-2021,Business,Organization,3,8,Passives,Gym,Facility,Good,3
1809,Guest 01809,Female,18-12-1988,23-01-2020,Business,Word of mouth,3,7,Passives,Staff attitude,Staff,Good,3
1810,Guest 01810,Female,31-03-1998,22-04-2022,Vacation,Television advertisement,4,9,Promoters,Check-in Process,Staff,Excellent,5
1811,Guest 01811,Male,31-05-1977,20-08-2021,Vacation,hotel booking sites,2,9,Promoters,Room service,Room,Excellent,5
1812,Guest 01812,Male,01-10-1993,06-01-2021,Business,Organization,4,9,Promoters,Room cleanliness,Room,Very good,4
1813,Guest 01813,Female,27-07-1985,03-09-2022,Vacation,hotel booking sites,2,9,Promoters,Food quality,Restaurant,Excellent,5
1814,Guest 01814,Female,01-02-1972,23-07-2021,Vacation,Word of mouth,4,7,Passives,Variety of food,Restaurant,Poor,1
1815,Guest 01815,Female,07-08-1955,22-02-2022,Function,Organization,3,7,Passives,Broadband & TV,Facility,Average,2
1816,Guest 01816,Male,07-11-1976,14-10-2021,Business,Organization,4,6,Detractors,Gym,Facility,Average,2
1817,Guest 01817,Female,22-07-1983,16-03-2021,Vacation,Search engine,4,9,Promoters,Staff attitude,Staff,Very good,4
1818,Guest 01818,Male,02-02-1953,16-04-2021,Vacation,hotel booking sites,4,8,Passives,Check-in Process,Staff,Good,3
1819,Guest 01819,Female,01-03-1968,30-03-2021,Business,Organization,2,10,Promoters,Room service,Room,Very good,4
1820,Guest 01820,Female,06-10-1998,10-05-2022,Business,Organization,2,9,Promoters,Room cleanliness,Room,Very good,4
1821,Guest 01821,Male,14-08-1979,14-08-2020,Vacation,Word of mouth,5,6,Detractors,Food quality,Restaurant,Good,3
1822,Guest 01822,Female,27-06-1966,17-10-2020,Business,Organization,2,4,Detractors,Variety of food,Restaurant,Poor,1
1823,Guest 01823,Male,11-01-2004,11-08-2022,Vacation,Search engine,4,4,Detractors,Broadband & TV,Facility,Excellent,5
1824,Guest 01824,Female,03-10-1956,25-08-2020,Function,Word of mouth,4,9,Promoters,Gym,Facility,Excellent,5
1825,Guest 01825,Female,28-07-1997,22-09-2020,Vacation,hotel booking sites,4,9,Promoters,Staff attitude,Staff,Good,3
1826,Guest 01826,Female,29-03-1964,13-04-2021,Other,News paper,2,10,Promoters,Check-in Process,Staff,Very good,4
1827,Guest 01827,Male,12-08-1957,16-12-2021,Vacation,Internet advertisement,3,10,Promoters,Room service,Room,Excellent,5
1828,Guest 01828,Female,14-10-1955,22-01-2022,Business,Organization,2,9,Promoters,Room cleanliness,Room,Poor,1
1829,Guest 01829,Male,01-02-2002,23-11-2022,Business,Organization,4,8,Passives,Food quality,Restaurant,Poor,1
1830,Guest 01830,Male,21-12-1963,03-09-2022,Business,Internet advertisement,3,9,Promoters,Variety of food,Restaurant,Poor,1
1831,Guest 01831,Male,17-02-1987,02-10-2021,Vacation,Word of mouth,2,4,Detractors,Broadband & TV,Facility,Excellent,5
1832,Guest 01832,Female,04-04-1966,16-06-2022,Business,Organization,3,9,Promoters,Gym,Facility,Excellent,5
1833,Guest 01833,Male,18-12-1953,22-01-2020,Business,Organization,5,4,Detractors,Staff attitude,Staff,Good,3
1834,Guest 01834,Male,19-07-1992,17-11-2022,Function,News paper,4,9,Promoters,Check-in Process,Staff,Good,3
1835,Guest 01835,Male,03-08-1969,28-03-2020,Vacation,hotel booking sites,4,10,Promoters,Room service,Room,Very good,4
1836,Guest 01836,Male,17-07-2005,16-03-2020,Vacation,hotel booking sites,5,5,Detractors,Room cleanliness,Room,Poor,1
1837,Guest 01837,Male,27-08-1977,17-10-2020,Business,Organization,5,9,Promoters,Food quality,Restaurant,Very good,4
1838,Guest 01838,Male,21-08-1951,15-10-2022,Business,Organization,5,7,Passives,Variety of food,Restaurant,Poor,1
1839,Guest 01839,Male,08-11-1976,07-09-2020,Business,hotel booking sites,3,9,Promoters,Broadband & TV,Facility,Good,3
1840,Guest 01840,Female,26-11-1967,17-12-2021,Vacation,hotel booking sites,1,8,Passives,Gym,Facility,Excellent,5
1841,Guest 01841,Male,29-10-1957,30-10-2021,Business,Organization,4,9,Promoters,Staff attitude,Staff,Excellent,5
1842,Guest 01842,Male,01-03-1988,10-12-2022,Business,Organization,4,5,Detractors,Check-in Process,Staff,Very good,4
1843,Guest 01843,Male,13-11-1952,17-04-2021,Vacation,Search engine,3,9,Promoters,Room service,Room,Excellent,5
1844,Guest 01844,Female,07-02-1984,01-06-2020,Business,Organization,2,9,Promoters,Room cleanliness,Room,Poor,1
1845,Guest 01845,Female,24-01-1968,12-01-2020,Business,Organization,5,4,Detractors,Food quality,Restaurant,Very good,4
1846,Guest 01846,Female,08-11-1960,10-12-2020,Business,Organization,4,9,Promoters,Variety of food,Restaurant,Excellent,5
1847,Guest 01847,Female,16-12-2006,04-08-2020,Function,News paper,5,10,Promoters,Broadband & TV,Facility,Very good,4
1848,Guest 01848,Male,20-10-2002,30-08-2022,Other,hotel booking sites,4,9,Promoters,Gym,Facility,Poor,1
1849,Guest 01849,Male,19-11-1994,07-09-2021,Vacation,Word of mouth,3,8,Passives,Staff attitude,Staff,Very good,4
1850,Guest 01850,Female,31-08-1976,11-05-2020,Business,Organization,3,6,Detractors,Check-in Process,Staff,Very good,4
1851,Guest 01851,Female,17-10-1986,10-09-2022,Business,Internet advertisement,4,7,Passives,Room service,Room,Good,3
1852,Guest 01852,Female,19-11-1968,07-11-2022,Function,Television advertisement,3,9,Promoters,Room cleanliness,Room,Excellent,5
1853,Guest 01853,Male,09-10-2000,06-05-2020,Business,Organization,5,6,Detractors,Food quality,Restaurant,Excellent,5
1854,Guest 01854,Male,08-07-1967,28-12-2020,Business,Organization,1,8,Passives,Variety of food,Restaurant,Good,3
1855,Guest 01855,Female,29-06-1959,16-11-2020,Business,Organization,4,5,Detractors,Broadband & TV,Facility,Good,3
1856,Guest 01856,Female,01-10-1984,13-07-2021,Vacation,Internet advertisement,5,4,Detractors,Gym,Facility,Excellent,5
1857,Guest 01857,Male,25-02-1957,23-11-2021,Function,Word of mouth,3,9,Promoters,Staff attitude,Staff,Excellent,5
1858,Guest 01858,Female,01-12-1980,06-02-2020,Business,Organization,5,9,Promoters,Check-in Process,Staff,Excellent,5
1859,Guest 01859,Male,17-07-1951,30-12-2020,Vacation,Word of mouth,3,8,Passives,Room service,Room,Good,3
1860,Guest 01860,Male,04-03-1968,28-01-2022,Vacation,Search engine,4,3,Detractors,Room cleanliness,Room,Average,2
1861,Guest 01861,Female,31-07-1988,24-07-2021,Other,News paper,5,4,Detractors,Food quality,Restaurant,Good,3
1862,Guest 01862,Male,11-09-1991,11-03-2021,Business,Organization,4,8,Passives,Variety of food,Restaurant,Poor,1
1863,Guest 01863,Female,05-10-1974,15-08-2020,Function,Organization,5,9,Promoters,Broadband & TV,Facility,Excellent,5
1864,Guest 01864,Male,23-05-1986,29-12-2022,Business,Organization,5,10,Promoters,Gym,Facility,Average,2
1865,Guest 01865,Female,01-09-1968,03-01-2021,Business,Organization,1,5,Detractors,Staff attitude,Staff,Very good,4
1866,Guest 01866,Female,13-04-1970,04-11-2022,Business,hotel booking sites,3,9,Promoters,Check-in Process,Staff,Excellent,5
1867,Guest 01867,Female,07-03-1972,24-01-2020,Business,Organization,4,9,Promoters,Room service,Room,Good,3
1868,Guest 01868,Male,06-06-1954,14-11-2021,Vacation,Word of mouth,2,9,Promoters,Room cleanliness,Room,Very good,4
1869,Guest 01869,Male,03-12-1954,01-05-2021,Business,hotel booking sites,2,9,Promoters,Food quality,Restaurant,Poor,1
1870,Guest 01870,Male,12-11-1996,17-08-2022,Business,Organization,5,9,Promoters,Variety of food,Restaurant,Poor,1
1871,Guest 01871,Female,22-06-1990,30-11-2020,Business,Organization,4,9,Promoters,Broadband & TV,Facility,Good,3
1872,Guest 01872,Male,16-11-1971,17-04-2020,Other,hotel booking sites,4,9,Promoters,Gym,Facility,Excellent,5
1873,Guest 01873,Male,15-12-2004,07-08-2020,Business,Organization,5,9,Promoters,Staff attitude,Staff,Average,2
1874,Guest 01874,Female,19-09-1977,04-08-2020,Vacation,hotel booking sites,3,6,Detractors,Check-in Process,Staff,Average,2
1875,Guest 01875,Male,28-07-1971,19-03-2021,Business,Organization,3,8,Passives,Room service,Room,Poor,1
1876,Guest 01876,Male,20-05-1961,22-11-2020,Vacation,hotel booking sites,1,6,Detractors,Room cleanliness,Room,Very good,4
1877,Guest 01877,Female,04-03-1983,27-10-2021,Business,Organization,1,9,Promoters,Food quality,Restaurant,Excellent,5
1878,Guest 01878,Male,13-10-1971,27-12-2021,Vacation,Word of mouth,4,9,Promoters,Variety of food,Restaurant,Poor,1
1879,Guest 01879,Female,01-04-1965,22-07-2020,Business,Internet advertisement,3,4,Detractors,Broadband & TV,Facility,Very good,4
1880,Guest 01880,Female,11-04-2004,14-07-2022,Business,Organization,2,9,Promoters,Gym,Facility,Very good,4
1881,Guest 01881,Female,05-03-1963,17-07-2021,Vacation,hotel booking sites,4,10,Promoters,Staff attitude,Staff,Excellent,5
1882,Guest 01882,Female,24-07-1953,11-12-2020,Business,Organization,4,10,Promoters,Check-in Process,Staff,Very good,4
1883,Guest 01883,Female,15-12-1999,28-06-2021,Other,Television advertisement,5,7,Passives,Room service,Room,Excellent,5
1884,Guest 01884,Female,19-11-1967,25-10-2021,Other,Search engine,3,10,Promoters,Room cleanliness,Room,Excellent,5
1885,Guest 01885,Female,17-08-1974,14-12-2022,Other,Search engine,4,9,Promoters,Food quality,Restaurant,Good,3
1886,Guest 01886,Female,16-11-1996,14-03-2022,Vacation,Internet advertisement,5,8,Passives,Variety of food,Restaurant,Poor,1
1887,Guest 01887,Female,08-08-1970,19-11-2021,Business,Organization,4,9,Promoters,Broadband & TV,Facility,Average,2
1888,Guest 01888,Female,26-01-1987,05-12-2021,Business,Organization,1,7,Passives,Gym,Facility,Average,2
1889,Guest 01889,Female,11-06-1962,15-05-2020,Vacation,hotel booking sites,2,9,Promoters,Staff attitude,Staff,Good,3
1890,Guest 01890,Female,07-11-1983,12-02-2021,Vacation,Internet advertisement,4,9,Promoters,Check-in Process,Staff,Good,3
1891,Guest 01891,Male,09-05-1958,19-10-2021,Function,Television advertisement,2,5,Detractors,Room service,Room,Very good,4
1892,Guest 01892,Female,28-08-1979,29-09-2020,Business,Organization,5,9,Promoters,Room cleanliness,Room,Good,3
1893,Guest 01893,Male,09-09-1993,02-09-2021,Business,Organization,5,9,Promoters,Food quality,Restaurant,Very good,4
1894,Guest 01894,Female,27-12-1989,02-02-2022,Business,Organization,4,9,Promoters,Variety of food,Restaurant,Poor,1
1895,Guest 01895,Female,16-07-2004,16-11-2022,Function,hotel booking sites,4,9,Promoters,Broadband & TV,Facility,Good,3
1896,Guest 01896,Male,26-02-1965,10-02-2022,Vacation,hotel booking sites,5,9,Promoters,Gym,Facility,Excellent,5
1897,Guest 01897,Male,08-08-1989,14-04-2020,Business,Organization,2,5,Detractors,Staff attitude,Staff,Very good,4
1898,Guest 01898,Male,26-06-1972,28-09-2022,Business,Search engine,2,8,Passives,Check-in Process,Staff,Good,3
1899,Guest 01899,Male,24-06-2003,08-06-2021,Vacation,News paper,5,9,Promoters,Room service,Room,Very good,4
1900,Guest 01900,Male,06-07-1976,01-04-2021,Business,Organization,4,9,Promoters,Room cleanliness,Room,Good,3
1901,Guest 01901,Female,30-12-1984,10-05-2021,Function,Search engine,4,9,Promoters,Food quality,Restaurant,Poor,1
1902,Guest 01902,Male,12-02-1987,07-06-2022,Vacation,hotel booking sites,4,9,Promoters,Variety of food,Restaurant,Good,3
1903,Guest 01903,Male,19-12-1969,27-09-2021,Other,Search engine,1,9,Promoters,Broadband & TV,Facility,Average,2
1904,Guest 01904,Male,22-06-1999,06-04-2020,Function,Word of mouth,5,6,Detractors,Gym,Facility,Excellent,5
1905,Guest 01905,Female,01-05-1977,21-01-2022,Other,Search engine,1,8,Passives,Staff attitude,Staff,Average,2
1906,Guest 01906,Female,04-03-1991,08-02-2020,Vacation,hotel booking sites,5,8,Passives,Check-in Process,Staff,Average,2
1907,Guest 01907,Female,03-06-1976,24-11-2022,Function,Word of mouth,4,3,Detractors,Room service,Room,Excellent,5
1908,Guest 01908,Male,01-11-1982,01-09-2020,Business,Organization,2,9,Promoters,Room cleanliness,Room,Excellent,5
1909,Guest 01909,Female,18-08-1968,11-03-2022,Vacation,hotel booking sites,5,7,Passives,Food quality,Restaurant,Excellent,5
1910,Guest 01910,Female,05-03-1970,06-03-2022,Vacation,hotel booking sites,4,7,Passives,Variety of food,Restaurant,Poor,1
1911,Guest 01911,Male,07-08-1983,19-03-2021,Function,News paper,5,10,Promoters,Broadband & TV,Facility,Average,2
1912,Guest 01912,Male,29-09-1960,24-05-2022,Business,Organization,5,7,Passives,Gym,Facility,Very good,4
1913,Guest 01913,Male,12-10-1985,13-11-2022,Business,Organization,3,9,Promoters,Staff attitude,Staff,Very good,4
1914,Guest 01914,Female,20-12-1971,24-08-2021,Business,Organization,3,8,Passives,Check-in Process,Staff,Excellent,5
1915,Guest 01915,Male,19-11-2006,30-11-2022,Vacation,Organization,4,9,Promoters,Room service,Room,Good,3
1916,Guest 01916,Male,21-05-1953,14-08-2022,Vacation,Search engine,4,6,Detractors,Room cleanliness,Room,Average,2
1917,Guest 01917,Male,20-09-1953,25-01-2020,Vacation,hotel booking sites,5,9,Promoters,Food quality,Restaurant,Poor,1
1918,Guest 01918,Male,20-06-1988,16-03-2022,Function,Word of mouth,3,8,Passives,Variety of food,Restaurant,Poor,1
1919,Guest 01919,Male,22-03-1968,10-01-2020,Vacation,hotel booking sites,4,9,Promoters,Broadband & TV,Facility,Very good,4
1920,Guest 01920,Female,21-07-1976,06-03-2021,Other,hotel booking sites,4,9,Promoters,Gym,Facility,Poor,1
1921,Guest 01921,Male,24-07-1956,23-11-2022,Vacation,Internet advertisement,3,9,Promoters,Staff attitude,Staff,Good,3
1922,Guest 01922,Male,25-03-1976,14-03-2022,Vacation,hotel booking sites,3,9,Promoters,Check-in Process,Staff,Very good,4
1923,Guest 01923,Male,31-08-1981,21-07-2020,Business,hotel booking sites,1,7,Passives,Room service,Room,Excellent,5
1924,Guest 01924,Female,08-06-1989,24-12-2022,Business,Organization,3,10,Promoters,Room cleanliness,Room,Good,3
